"IdNormativa";"TipoNormativa";"Titulo";"OrganoResp";"IdAprobadoPorOrg";"AprobadoPorOrg";"IdEntidad";"Entidad";"IdEstructuraResponsable";"EstructuraResponsable";"Caracter";"FAprobado";"FEntradaVigor";"Descripcion";"Documento";"BOUPV";"Numero";"TextoConsolidado";"Vigente";"FFinVigencia";"CreadoPor";"FCreado";"ModificadoPor";"FModificado";"Comentarios";"ContenidoCAS";"ContenidoVAL";"Verificada"
1035;"Comisiones";"Actualización de miembros de la Comisión de Promoción del Profesorado del Consejo de Gobierno";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";19/12/2019 0:00:00;20/12/2019 0:00:00;"Actualización de miembros de la Comisión de Promoción del Profesorado del Consejo de Gobierno (CG 19-12-2019) - BOUPV 129
Aprobada por acuerdo del Consejo de Gobierno de 19 de diciembre de 2019
Modificación de los miembros de las siguientes comisiones:
     - Comisión de Promoción del Profesorado del Consejo de Gobierno";;"129";;0;0;22/7/2021 0:00:00;"p4c0b43n4";8/3/2021 14:18:04;"p4c0b43n4";16/11/2023 18:44:04;;;;1
1036;"Comisiones";"Renovación parcial de la Comisión de Reclamaciones";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";19/12/2019 0:00:00;20/12/2019 0:00:00;"Renovación parcial de la Comisión de Reclamaciones (CG 19-12-2019) - BOUPV 129
Aprobada por acuerdo del Consejo de Gobierno de 19 de diciembre de 2019
Modificación de los miembros de las siguientes comisiones:
     - Comisión de Reclamaciones";;"129";;0;0;;"p4c0b43n4";8/3/2021 14:18:32;"p4c0b43n4";16/11/2023 18:07:32;;;;1
1037;"Modif. Reglam.";"Modificación del Reglamento de Régimen Electoral de la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";19/12/2019 0:00:00;21/12/2019 0:00:00;"Modificación del Reglamento de Régimen Electoral de la Universitat Politècnica de València (CG 19-12-2019) - BOUPV 129
Aprobada por acuerdo del Consejo de Gobierno de 19 de diciembre de 2019";;"129";;0;0;;"p4c0b43n4";8/3/2021 14:18:59;"p4c0b43n4";8/3/2021 14:19:35;"Modifica: 
  Reglamento de Régimen Electoral de la Universitat aprobado por acuerdo del Consejo de Gobierno de 8 de marzo de 2012 (BOUPV 57), modificado el 24 de septiembre de 2015 (BOUPV  90), y el 21 de julio de 2016 (BOUPV  97), siendo publicado un texto consolidado del Reglamento de Régimen Electoral de la Universitat Politècnica de València en el suplemento del BOUPV 97 (BOUPV 97S)";;;1
1038;"TC Reglam.";"Reglamento de Régimen Electoral de la UPV [TC]";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";19/12/2019 0:00:00;21/12/2019 0:00:00;"Texto consolidado del Reglamento de Régimen Electoral de la Universitat Politècnica de València - BOUPV 129
Aprobado por el Consejo de Gobierno de 8 de marzo de 2012 y modificado el 24 de septiembre de 2015, el 21 de julio de 2016 y el 19 de diciembre de 2019";;"129";;0;0;27/3/2023 0:00:00;"p4c0b43n4";8/3/2021 14:19:35;"p4c0b43n4";6/11/2023 19:24:17;"Texto consolidado:
  Reglamento de Régimen Electoral de la Universitat aprobado por acuerdo del Consejo de Gobierno de 8 de marzo de 2012 (BOUPV 57), modificado por el acuerdo del Consejo de Gobierno de 24 de septiembre de 2015 (BOUPV  90), el 21 de julio de 2016 (BOUPV  97) y el 19 de diciembre de 2019 (BOUPV 129)";;;1
1039;"Modif. Reglam.";"Modificación del Reglamento sobre prácticas en empresas e instituciones de los estudiantes de la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";19/12/2019 0:00:00;21/12/2019 0:00:00;"Modificación del Reglamento sobre prácticas en empresas e instituciones de los estudiantes de la Universitat Politècnica de València (CG 19-12-2019) - BOUPV 129
Aprobada por acuerdo del Consejo de Gobierno de 19 de diciembre de 2019";;"129";;0;0;;"p4c0b43n4";8/3/2021 14:24:33;"p4c0b43n4";8/3/2021 14:24:55;;;;1
1040;"TC Reglam.";"Reglamento sobre prácticas en empresas e instituciones de los estudiantes de la UPV [TC]";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";19/12/2019 0:00:00;21/12/2019 0:00:00;"Texto consolidado del Reglamento sobre prácticas en empresas e instituciones de los estudiantes de la Universitat Politècnica de València - BOUPV 129
Aprobado por el Consejo de Gobierno en sesión de 28 de mayo de 2015 y modificado por acuerdo de 19 de diciembre de 2019";;"129";;0;0;4/2/2022 0:00:00;"p4c0b43n4";8/3/2021 14:25:25;"p4c0b43n4";11/10/2023 20:45:06;"Texto consolidado: 
  Reglamento sobre prácticas en empresas e instituciones de los estudiantes de la Universitat Politècnica de València, aprobado en Consejo de Gobierno de 28 de mayo de 2015 (BOUPV 88) y modificado por acuerdo de 19 de diciembre de 2019 (BOUPV 129)";;;1
1041;"Modif. Acuerdo";"Modificación de los límites de admisión en estudios oficiales de grado y máster para el curso 2019-2020";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";19/12/2019 0:00:00;19/12/2019 0:00:00;"Modificación de los límites de admisión en estudios oficiales de grado y máster para el curso 2019-2020 (CG 19-12-2019) - BOUPV 129
Aprobada por acuerdo del Consejo de Gobierno de 19 de diciembre de 2019";;"129";;0;0;31/7/2020 0:00:00;"p4c0b43n4";8/3/2021 14:26:59;"p4c0b43n4";4/11/2023 20:45:54;"Modifica: 
  Límites de admisión de Grado para el curso 2019-2020, aprobado por el Consejo de Gobierno de 28 de febrero de 2019 (BOUPV 124)
  Límites de admisión de Máster para el curso 2019-2020, aprobado por el Consejo de Gobierno de 28 de febrero de 2019 (BOUPV 124)
  Modificación de oferta de plazas de títulos oficiales. Curso 2019-2020, aprobada por el Consejo de Gobierno en su sesión de 16 de abril de 2019 (BOUPV 125)
  Modificación de los límites de admisión en Grado en Ingeniería Mecánica (ETSID) y Grado en Ingeniería Química (ETSII) para admisión de estudiantes por continuación de estudios, aprobada por el Consejo de Gobierno en su sesión de 30 de mayo de 2019 (BOUPV 126)";;;1
1042;"Elecciones";"Convocatoria de elecciones a representantes del Claustro Universitario sector alumnado en el Consejo de Gobierno";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";19/12/2019 0:00:00;19/12/2019 0:00:00;"Convocatoria de elecciones a representantes del Claustro Universitario sector alumnado en el Consejo de Gobierno (CG 19-12-2019) - BOUPV 129
Aprobada por acuerdo del Consejo de Gobierno de 19 de diciembre de 2019";;"129";;0;0;7/2/2020 0:00:00;"p4c0b43n4";8/3/2021 14:29:43;"p4c0b43n4";1/11/2023 19:27:28;;;;1
1043;"Acuerdo";"Concesión de la Medalla XXV Años de la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";19/12/2019 0:00:00;;"Concesión de la Medalla XXV Años de la Universitat Politècnica de València (CG 19-12-2019) - BOUPV 129
Aprobada por acuerdo del Consejo de Gobierno de 19 de diciembre de 2019";;"129";;0;0;;"p4c0b43n4";8/3/2021 14:30:11;"p4c0b43n4";8/3/2021 14:30:37;;;;1
1044;"Resolución";"Publicación del cese de la Delegada de Alumnos y Alumnas de la UPV";2;208;"Junta Electoral";120;"UPV";;;"Público";8/1/2020 0:00:00;7/1/2020 0:00:00;"Publicación del cese de la Delegada de Alumnos y Alumnas de la Universitat Politècnica de València (JE 08-01-2020) - BOUPV 130
Aprobado por la Junta Electoral en 08 de enero de 2020";;"130";;0;0;7/1/2020 0:00:00;"p4c0b43n4";8/3/2021 14:31:06;"p4c0b43n4";8/3/2021 14:31:55;;;;1
1045;"Resolución";"Publicación de la proclamación de la Delegada de Alumnos y Alumnas de la UPV";2;208;"Junta Electoral";120;"UPV";;;"Público";8/1/2020 0:00:00;8/1/2020 0:00:00;"Publicación de la proclamación de la Delegada de Alumnos y Alumnas de la Universitat Politècnica de València - BOUPV 130
Aprobado por la Junta Electoral en 08 de enero de 2020";;"130";;0;0;24/1/2021 0:00:00;"p4c0b43n4";8/3/2021 14:32:08;"p4c0b43n4";26/10/2023 18:59:18;;;;1
1046;"Acuerdo";"Convenio de cooperación entre la UPV y la Asociación Instituto de Biomecánica de Valencia para reestructuración IU de Ingeniería Mecánica y Biomecánica (I2MB)";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";17/1/2020 0:00:00;;"Convenio de cooperación entre la Universitat Politècnica de València y la Asociación Instituto de Biomecánica de Valencia para la reestructuración del Instituto Universitario de Ingeniería Mecánica y Biomecánica (I2MB) - BOUPV 130";;"130";;0;0;;"p4c0b43n4";8/3/2021 14:32:42;"p4c0b43n4";8/3/2021 14:33:15;;;;1
1047;"Instrucción";"Instrucción de la Secretaría General de la UPV en relación publicación resultados evaluación estudios oficiales en relación protección de datos";1;202;"Secretario/a General";193;"Secretaría General";;;"Público";27/1/2020 0:00:00;27/1/2020 0:00:00;"Instrucción de la Secretaría General de la Universitat Politècnica de València acerca de la publicación de los resultados de los actos de evaluación en estudios oficiales en relación con la protección de datos personales - BOUPV 130
Secretario General. 27 de enero de 2020";;"130";;0;0;;"p4c0b43n4";8/3/2021 14:33:00;"p4c0b43n4";11/11/2023 19:04:41;;;;1
1048;"Elecciones";"Convocatoria de elecciones ordinarias para el año 2020 en los órganos de gobierno y representación";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;27/2/2020 0:00:00;"Convocatoria de elecciones ordinarias para el año 2020 en los órganos de gobierno y representación (CG 27-02-2020) - BOUPV 131
Aprobado por el Consejo de Gobierno de 27 de febrero de 2020";;"131";;0;0;10/2/2021 0:00:00;"p4c0b43n4";8/3/2021 14:33:57;"p4c0b43n4";31/10/2023 19:40:50;;;;1
1049;"Elecciones";"Convocatoria y calendario de elecciones a defensoría universitaria febrero 2020";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;27/2/2020 0:00:00;"Convocatoria y calendario de elecciones a defensoría universitaria febrero 2020 (CG 27-02-2020) - BOUPV 131
Aprobado por el Consejo de Gobierno de 27 de febrero de 2020";;"131";;0;0;26/5/2020 0:00:00;"p4c0b43n4";8/3/2021 14:34:45;"p4c0b43n4";8/3/2021 14:35:03;;;;1
1050;"Elecciones";"Convocatoria de elecciones a Coordinador o Coordinadora de los Directores y Directoras de Instituto Universitario de Investigación en el Consejo de Gobierno";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;27/2/2020 0:00:00;"Convocatoria de elecciones a Coordinador o Coordinadora de los Directores y Directoras de Instituto Universitario de Investigación en el Consejo de Gobierno (CG 27-02-2020) - BOUPV 131
Aprobado por el Consejo de Gobierno de 27 de febrero de 2020";;"131";;0;0;26/3/2020 0:00:00;"p4c0b43n4";8/3/2021 14:35:03;"p4c0b43n4";8/3/2021 14:36:18;;;;1
1051;"Acuerdo";"Acuerdos del Consejo de Gobierno de 27 de febrero de 2020";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;;"Acuerdos del Consejo de Gobierno de 27 de febrero de 2020 (CG 27-02-2020) - BOUPV 132
     1. Acuerdo de aprobar la modificación de la composición de la Comisión de Promoción del Profesorado.
     2. Acuerdo de aprobar la actualización de miembros de diversas Comisiones del Consejo de Gobierno de la Universitat Politècnica de València.
     3. Acuerdo de aprobar la actualización de miembros de diversas Comisiones de Carácter General de la Universitat Politècnica de València.
     4. Acuerdo de aprobar la elección de representante del alumnado en el Consejo Valenciano de Universidades y de Formación Superior.
     5. Acuerdo de aprobar la elección de representante del alumnado del Consejo de Gobierno en el Consejo Social.
     6. Acuerdo de aprobar la convocatoria de elecciones ordinarias para el año 2020 en los Órganos de Gobierno y Representación.
     7. Acuerdo de aprobar la convocatoria y calendario de elecciones a la Defensoría Universitaria 2020.
     8. Acuerdo de aprobar la convocatoria y calendario de elecciones a Coordinador o Coordinadora de los Directores o Directoras de Instituto Universitario de Investigación en el Consejo de Gobierno.
     9. Acuerdo de aprobar la Normativa de Sistemas de Control de Accesos en la Universitat Politècnica de València.
     10. Acuerdo de aprobar la Normativa Reguladora del Profesorado Emérito en la Universitat Politècnica de València.
     11. Acuerdo de aprobar la concesión de la medalla UPV al Instituto Valenciano de Arte Moderno, IVAM
     12. Acuerdo de aprobar la renovación de la distinción Profesor Ad Honorem.
     13. Acuerdo de aprobar la extinción del Máster Universitario en Música.
     14. Acuerdo de aprobar la memoria de verificación del Máster Erasmus Mundus WAVES (Waves Acoustics Vibrations Engineering Sound).
     15. Acuerdo de aprobar el Doble Título de Grado en Ingeniería Agroalimentaria y del Medio Rural y de Grado en Biotecnología.
     16. Acuerdo de aprobar el Doble Título de Grado en Matemáticas y de Grado en Ingeniería Civil.
     17. Acuerdo de aprobar el Doble Título de Grado enMatemáticas y de Grado en Ingeniería de Tecnologías y Servicios de Telecomunicación.
     18. Acuerdo de aprobar la oferta académica de másteres para el curso 2020/2021.
     19. Acuerdo de aprobar los límites de admisión en estudios oficiales de Grado y Máster para el curso 2020/2021.
     20. Acuerdo de aprobar el Calendario Académico del curso 2020/2021.
     21. Acuerdo de aprobar la Normativa de progreso y permanencia en las titulaciones oficiales de Grado y Máster de la Universitat Politècnica de València.
     22. Acuerdo de aprobar la modificación sustancial del título de Grado en Diseño y Desarrollo de Videojuegos y Experiencias Interactivas.
     23. Acuerdo de aprobar el inicio de trámites para generar la memoria de verificación del Máster Universitario en Mecánica de Fluidos Computacional.
     24. Acuerdo de aprobar la creación del Plan de Multilingüismo en la Docencia 2020-2023.
     25. Acuerdo de aprobar la nominación del profesor D. Jaime Goméz-Hernández como candidato a los premios Rey Jaime I 2020, en la modalidad de Protección del Medio Ambiente.
     26. Acuerdo de aprobar la participación de la Universitat Politècnica de València en la spin-off QCMTec Europe AB.
     27. Acuerdo de aprobar los Criterios de Asignación de Recursos Docentes de Profesorado para los Trabajos Fin de Grado (TFG), Trabajos Fin de Máster (TFM) y Tesis Doctorales.
     28. Acuerdo de aprobar la modificación de la Relación de Puestos de Trabajo del Personal Docente e Investigador.
     29. Acuerdo de aprobar el POD para el curso 2020-2021.
     30. Acuerdo de aprobar la modificación de las Normas de Funcionamiento del Presupuesto de la Universitat Politècnica de València para el año 2020.
     31. Acuerdo de aprobar los perfiles y tribunales de plazas de cuerpos docentes universitarios.
     32. Acuerdo de aprobar el nombramiento como Profesor Emérito de:
          - D. Manuel Agustí Fonfría.
          - Dª Pilar Roig Picazo.
          - D. Elías de los Reyes Davó.
     33. Acuerdo de aprobar el plan de estudios coordinado:
          - Máster en turismo MICE y de eventos (60 ECTS).
          - Diploma de especialización en organización y gestión de turismo de negocios y reuniones profesionales (33 ECTS).
          - Experto universitario en gestión de eventos (15 ECTS).
     34. Acuerdo de aprobar el cambio de denominación de los Títulos Propios:
          - Máster en Humanidades Ecológicas, Sustentabilidad y Transición Ecosocial por Máster en Humanidades Ecológicas, Sustentabilidad y Transición Ecosocial (Interuniversitario).
          - Diploma de Especialización en Sostenibilidad, Ética Ecológica y Educación Ambiental por Diploma de Especialización en Sostenibilidad, Ética Ecológica y Educación Ambiental (Interuniversitario).
          - Máster en Dirección de Empresas y Herramientas Tecnológicas de Gestión – MBA por Máster en Dirección de Empresas y Transformación Digital – MBA.
          - Experto Universitario en Herramientas Tecnológicas para la Gestión Empresarial por Experto Universitario en Transformación Digital de Empresas.";;"132";;0;0;;"p4c0b43n4";8/3/2021 14:36:43;"p4c0b43n4";8/3/2021 14:37:13;;;;1
1052;"Comisiones";"Modificación del acuerdo sobre Comisiones del Consejo de Gobierno";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;28/2/2020 0:00:00;"Modificación del acuerdo sobre Comisiones del Consejo de Gobierno (CG 27-02-2020) - BOUPV 132
Aprobado por el Consejo de Gobierno de 27 de febrero de 2020
Modificación de la composición de las siguientes comisiones:
     - Comisión de Promoción del Profesorado del Consejo de Gobierno";;"132";;0;0;22/7/2021 0:00:00;"p4c0b43n4";8/3/2021 14:38:34;"p4c0b43n4";4/11/2023 13:11:53;"Modifica: 
  Comisiones del Consejo de Gobierno Aprobadas por el Consejo de Gobierno en su sesión de 27 de junio de 2013 (BOUPV 71)
  Adecuación de la composición y ámbito de actuación de las Comisiones del Consejo de Gobierno, aprobada por el Consejo de Gobierno en su sesión de 20 de julio de 2017 (BOUPV 105)
  Modificación parcial del acuerdo de adecuación de la composición y ámbito de actuación de las Comisiones del Consejo de Gobierno, aprobada por el Consejo de Gobierno en su sesión de 13 de marzo de 2018 (BOUPV 110)";;;1
1053;"Comisiones";"Actualización de miembros de diversas Comisiones del Consejo de Gobierno";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;28/2/2020 0:00:00;"Actualización de miembros de diversas Comisiones del Consejo de Gobierno (CG 27-02-2020) - BOUPV 132
Aprobada por el Consejo de Gobierno de 27 de febrero de 2020
Modificación de los miembros de las siguientes comisiones:
     -  Comisión de Promoción del Profesorado del Consejo de Gobierno
     -  Comisión Permanente del Consejo de Gobierno
     -  Comisión Académica del Consejo de Gobierno
     -  Comisión Económica y de Recursos Humanos del Consejo de Gobierno
     -  Comisión de Formación Permanente del Consejo de Gobierno";;"132";;0;0;22/7/2021 0:00:00;"p4c0b43n4";8/3/2021 14:42:06;"p4c0b43n4";4/11/2023 13:11:45;;;;1
1054;"Comisiones";"Actualización de miembros de las Comisiones de carácter general de la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;28/2/2020 0:00:00;"Actualización de miembros de las Comisiones de carácter general de la Universitat Politècnica de València (CG 27-02-2020) - BOUPV 132
Aprobado por el Consejo de Gobierno de 27 de febrero de 2020
Modificación de los miembros de las siguientes comisiones:
     - Comisión Ambiental
     - Comisión de Acción Social de Alumnos o Alumnas
     - Comisión de Calidad
     - Comisión de Evaluación de la Docencia
     - Comisión de Permanencia y Evaluación por Currículum
     - Comisión de Reconocimiento de Créditos en estudios de Grado
     - Comisión de Reconocimiento de Créditos en estudios de Máster
     - Comisión de Valoración de los Premios a los Mejores Expedientes
     - Comisión de Política Lingüística y Multilingüismo
     - Comisión de Deportes
     - Comisión de Relaciones Internacionales
     - Comisión sobre Agenda 2030 y los ODS";;"132";;0;0;22/7/2021 0:00:00;"p4c0b43n4";8/3/2021 14:42:49;"p4c0b43n4";4/11/2023 13:17:21;;;;1
1055;"Comisiones";"Elección de representante del alumnado en el Consejo Valenciano de Universidades y de Formación Superior";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;28/2/2020 0:00:00;"Elección de representante del alumnado en el Consejo Valenciano de Universidades y de Formación Superior (CG 27-02-2020) - BOUPV 132
Aprobado por el Consejo de Gobierno de 27 de febrero de 2020
Modificación de los miembros de las siguientes comisiones:
     - Consejo Valenciano de Universidades y de Formación Superior [NO UPV]";;"132";;0;0;18/2/2021 0:00:00;"p4c0b43n4";8/3/2021 14:43:15;"p4c0b43n4";12/11/2023 19:07:38;;;;1
1056;"Comisiones";"Elección de representante del alumnado del Consejo de Gobierno en el Consejo Social";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;28/2/2020 0:00:00;"Elección de representante del alumnado del Consejo de Gobierno en el Consejo Social (CG 27-02-2020) - BOUPV 132
Aprobado por el Consejo de Gobierno de 27 de febrero de 2020
Modificación de los miembros de las siguientes comisiones:
     - Consejo Social";;"132";;0;0;18/2/2021 0:00:00;"p4c0b43n4";8/3/2021 14:43:35;"p4c0b43n4";12/11/2023 19:10:03;;;;1
1057;"Normativa";"Normativa de Sistemas de Control de Accesos en la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;7/3/2020 0:00:00;"Normativa de Sistemas de Control de Accesos en la Universitat Politècnica de València (CG 27-02-2020) - BOUPV 132
Aprobado por el Consejo de Gobierno de 27 de febrero de 2020";;"132";;0;0;;"p4c0b43n4";8/3/2021 14:44:06;"p4c0b43n4";8/3/2021 14:44:31;;;;1
1058;"Normativa";"Normativa Reguladora del Profesorado Emérito en la UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;7/3/2020 0:00:00;"Normativa Reguladora del Profesorado Emérito en la Universitat Politècnica de València (CG 27-02-2020) - BOUPV 132
Aprobado por el Consejo de Gobierno de 27 de febrero de 2020";;"132";;0;0;;"p4c0b43n4";8/3/2021 14:44:53;"p4c0b43n4";11/11/2023 18:58:30;"Deroga: 
  Normativa sobre Profesores Eméritos de la Universidad Politécnica de Valencia, aprobada por el Consejo de Gobierno de 11 de marzo de 2010 (BOUPV 36)";;;1
1059;"Acuerdo";"Oferta académica de grados para el curso 2020-2021";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;27/2/2020 0:00:00;"Oferta académica de grados para el curso 2020/2021 (CG 27-02-2020) - BOUPV 132
Aprobado por el Consejo de Gobierno de 27 de febrero de 2020";;"132";;0;0;31/7/2021 0:00:00;"p4c0b43n4";8/3/2021 14:45:35;"p4c0b43n4";16/11/2023 18:04:14;;;;1
1060;"Acuerdo";"Oferta académica de másteres para el curso 2020-2021";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;27/2/2020 0:00:00;"Oferta académica de másteres para el curso 2020/2021 (CG 27-02-2020) - BOUPV 132
Aprobado por el Consejo de Gobierno de 27 de febrero de 2020";;"132";;0;0;31/7/2021 0:00:00;"p4c0b43n4";8/3/2021 14:46:05;"p4c0b43n4";16/11/2023 18:04:19;;;;1
1061;"Acuerdo";"Calendario Académico del curso 2020-2021";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;27/2/2020 0:00:00;"Calendario Académico del curso 2020/2021 (CG 27-02-2020) - BOUPV 132
Aprobado por el Consejo de Gobierno de 27 de febrero de 2020";;"132";;0;0;31/7/2021 0:00:00;"p4c0b43n4";8/3/2021 14:46:31;"p4c0b43n4";8/3/2021 14:46:59;;;;1
1062;"Normativa";"Normativa de progreso y permanencia en las titulaciones oficiales de Grado y Máster de la UPV";2;100;"Consejo Social";30;"Consejo Social";;;"Público";3/3/2020 0:00:00;3/3/2020 0:00:00;"Normativa de progreso y permanencia en las titulaciones oficiales de Grado y Máster de la Universitat Politècnica de València (CG 2020-02-27) (CS 03-03-2020) - BOUPV 132
Aprobada por el Consejo de Gobierno de 27 de febrero de 2020 y por el Consejo Social de 3 de marzo de 2020";;"132";;0;0;31/8/2022 0:00:00;"p4c0b43n4";8/3/2021 14:46:59;"fmbaena";23/10/2023 13:18:52;"Deroga: 
  Normativa de progreso y permanencia en las titulaciones oficiales Universitat Politècnica de València, aprobada en Consejo de Gobierno de 28 de enero de 2010 y en Consejo Social de 29 de abril de 2010 (BOUPV 39), y modificada por acuerdos del Consejo de Gobierno de 21 de julio de 2011 y del Consejo Social de 3 de octubre de 2011 (BOUPV 51), por el Consejo Social de 15 de abril de 2014 (No recogido en el BOUPV), por el Consejo Social de 23 de junio de 2015 (No recogido en el BOUPV), por el Consejo Social de 10 de noviembre de 2016 (No recogido en el BOUPV) y del Consejo de Gobierno de 28 de septiembre 2017 (NO publicada BOUPV 106) y del Consejo Social de 21 de diciembre 2017 (No recogido en el BOUPV)
  Modificación de la Disposición Transtioria Tercera de la Normativa de Progreso y Permanencia en el curso 2015/2016 Aprobado por el Consejo de Gobierno en sesión de 5 de marzo de 2015 y publicada en el BOUPV 86
  Texto consolidado de la Normativa de progreso y permanencia en las titulaciones oficiales Universitat Politècnica de València de fecha 20 de julio de 2018 (BOUPV 117)";;;1
1063;"Plan";"Plan de Multilingüismo en la Docencia 2020-2023";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;7/3/2020 0:00:00;"Plan de Multilingüismo en la Docencia 2020-2023 (CG 27-02-2020) - BOUPV 132
Aprobado por el Consejo de Gobierno de 27 de febrero de 2020";;"132";;0;0;;"p4c0b43n4";8/3/2021 14:49:21;"p4c0b43n4";15/11/2023 18:44:45;;;;1
1064;"Criterios";"Criterios de Asignación de Recursos Docentes de Profesorado para los Trabajos Fin de Grado (TFG), Trabajos Fin de Máster (TFM) y Tesis Doctorales";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/2/2020 0:00:00;7/3/2020 0:00:00;"Criterios de Asignación de Recursos Docentes de Profesorado para los Trabajos Fin de Grado (TFG), Trabajos Fin de Máster (TFM) y Tesis Doctorales (CG 27-02-2020) - BOUPV 132
Aprobados por el Consejo de Gobierno de 27 de febrero de 2020";;"132";;0;0;1/9/2022 0:00:00;"p4c0b43n4";8/3/2021 14:49:44;"p4c0b43n4";17/10/2023 21:39:18;"Deroga: 
  Acuerdo del Consejo de Gobierno de 28 de febrero de 2019 por el que se aprobaron los Criterios de asignación de los recursos docentes de profesorado para los trabajos fin de grado (TFG) y trabajos fin de máster (TFM) a partir del curso 2019-2020 (NO publicado en BOUPV 124)
  Queda sin efecto lo establecido en los Acuerdos del Consejo de Gobierno de fechas 17 de diciembre de 2015 [Sistema y criterios de asignación de los recursos docentes de profesorado para la organización académica de los Másteres Universitarios impartidos por la UPV, aprobado por el Consejo de Gobierno de 17 de diciembre de 2015 (BOUPV 92)], 4 de febrero de 2016  ]Propuesta de Plan de Ordenación Docente (POD) para el curso 2016-2017, aprobado por el Consejo de Gobierno de 4 de febrero de 2016 (BOUPV 93)] y 9 de noviembre de 2016 [No recogido en el BOUPV], sobre asignación de recursos docentes en la UPV a los trabajos fin de grado y fin de máster y tesis, en la medida en que se oponga a lo previsto en los  párrafos anteriores";;;1
