"IdDocAdj";"IdNormativa";"Documento";"Ruta";"Formato";"Titulo";"Detalle";"Descripción";"Idioma";"CreadoPor";"FCreado";"ModificadoPor";"FModificado"
956;942;"2018012100094200000956.pdf";"\2018";"pdf";"Información pública del proyecto de aprobación de modificación del Reglamento de la Delegación de Alumnos UPV - BOUPV 121.pdf";;"Información pública del proyecto de aprobación de modificación del Reglamento de la Delegación de Alumnos de la UPV";;"p4c0b43n4";7/3/2021 19:01:18;"p4c0b43n4";7/3/2021 19:01:18
957;943;"2018012200094300000957.pdf";"\2018";"pdf";"Acuerdos del Consejo de Gobierno de 20 de diciembre de 2018 (CG 20-12-2018) - BOUPV 122.pdf";;"Acuerdos del Consejo de Gobierno de 20 de diciembre de 2018";;"p4c0b43n4";7/3/2021 19:02:25;"p4c0b43n4";7/3/2021 19:02:25
958;944;"2018012200094400000958.pdf";"\2018";"pdf";"Actualización de los miembros de comisiones del Consejo de Gobierno (CG 20-12-2018) - BOUPV 122.pdf";;"Actualización de los miembros de comisiones del Consejo de Gobierno";;"p4c0b43n4";7/3/2021 19:59:33;"p4c0b43n4";7/3/2021 19:59:33
959;945;"2018012200094500000959.pdf";"\2018";"pdf";"Modificación parcial del acuerdo de adecuación de comisiones de carácter general UPV (CG 20-12-2018) - BOUPV 122.pdf";;"Modificación parcial del acuerdo de adecuación de la composición y ámbito de actuación de comisiones de carácter general de la UPV";;"p4c0b43n4";7/3/2021 20:18:11;"p4c0b43n4";7/3/2021 20:18:11
960;946;"2018012200094600000960.pdf";"\2018";"pdf";"Comisiones de carácter general de la Universitat Politècnica de València [TC] (CG 20-12-2018) - BOUPV 122.pdf";;"Comisiones de carácter general de la Universitat Politècnica de València [TC]";;"p4c0b43n4";7/3/2021 20:15:22;"p4c0b43n4";7/3/2021 20:15:22
961;947;"2018012200094700000961.pdf";"\2018";"pdf";"Actualización de los miembros de las comisiones de carácter general de la UPV (CG 20-12-2018) - BOUPV 122.pdf";;"Actualización de los miembros de las comisiones de carácter general de la UPV";;"p4c0b43n4";7/3/2021 20:17:14;"p4c0b43n4";7/3/2021 20:17:14
962;948;"2018012200094800000962.pdf";"\2018";"pdf";"Convocatoria de elecciones a representantes de estudiantes en Consejo de Gobierno (CG 20-12-2018) - BOUPV 122.pdf";;"Convocatoria de elecciones a representantes de los estudiantes en el Consejo de Gobierno";;"p4c0b43n4";7/3/2021 20:19:28;"p4c0b43n4";7/3/2021 20:19:28
963;949;"2018012200094900000963.pdf";"\2018";"pdf";"Modificación del manual de evaluación de la actividad docente del profesorado (IAD) de la UPV (CG 20-12-2018) - BOUPV 122.pdf";;"Modificación del manual de evaluación de la actividad docente del profesorado (IAD) de la UPV";;"p4c0b43n4";7/3/2021 20:31:33;"p4c0b43n4";7/3/2021 20:31:33
964;950;"2018012200095000000964.pdf";"\2018";"pdf";"Concesión de la medalla XXV años de la UPV (CG 20-12-2018) - BOUPV 122.pdf";;"Concesión de la medalla XXV años de la UPV";;"p4c0b43n4";7/3/2021 20:33:02;"p4c0b43n4";7/3/2021 20:33:02
965;951;"2018012200095100000965.pdf";"\2018";"pdf";"Criterios vinculantes aplicables a solicitudes de domiciliación o uso infraestructuras, de asociación externa en UPV (CG 20-12-2018) - BOUPV 122.pdf";;"Criterios vinculantes aplicables a las solicitudes de domiciliación o-y, uso de infraestructuras, de una asociación externa, en la UPV";;"p4c0b43n4";7/3/2021 20:33:30;"p4c0b43n4";7/3/2021 20:33:30
966;952;"2019012300095200000966.pdf";"\2019";"pdf";"Ceses en la Dirección de Escuelas Técnicas Superiores - BOUPV 123.pdf";;"Ceses en la Dirección de Escuelas Técnicas Superiores";;"p4c0b43n4";7/3/2021 20:35:33;"p4c0b43n4";7/3/2021 20:35:33
967;953;"2019012300095300000967.pdf";"\2019";"pdf";"Nombramientos en la Dirección de Escuelas Técnicas Superiores - BOUPV 123.pdf";;"Nombramientos en la Dirección de Escuelas Técnicas Superiores";;"p4c0b43n4";7/3/2021 20:36:30;"p4c0b43n4";7/3/2021 20:36:30
968;954;"2019012300095400000968.pdf";"\2019";"pdf";"Ceses en la Dirección de Departamentos - BOUPV 123.pdf";;"Ceses en la Dirección de Departamentos";;"p4c0b43n4";7/3/2021 20:49:24;"p4c0b43n4";7/3/2021 20:49:24
969;955;"2019012300095500000969.pdf";"\2019";"pdf";"Nombramientos en la Dirección de Departamentos - BOUPV 123.pdf";;"Nombramientos en la Dirección de Departamentos";;"p4c0b43n4";7/3/2021 20:49:56;"p4c0b43n4";7/3/2021 20:49:56
970;956;"2019012300095600000970.pdf";"\2019";"pdf";"Cese en la Dirección de Instituto Universitario de Investigación - BOUPV 123.pdf";;"Cese en la Dirección de Instituto Universitario de Investigación";;"p4c0b43n4";7/3/2021 20:50:31;"p4c0b43n4";7/3/2021 20:50:31
971;957;"2019012300095700000971.pdf";"\2019";"pdf";"Nombramiento en la Dirección de Instituto Universitario de Investigación - BOUPV 123.pdf";;"Nombramiento en la Dirección de Instituto Universitario de Investigación";;"p4c0b43n4";7/3/2021 20:51:04;"p4c0b43n4";7/3/2021 20:51:04
972;958;"2019012400095800000972.pdf";"\2019";"pdf";"Acuerdos del Consejo de Gobierno de 28 de febrero de 2019 (CG 28-02-2019) - BOUPV 124.pdf";;"Acuerdos del Consejo de Gobierno de 28 de febrero de 2019";;"p4c0b43n4";7/3/2021 20:53:01;"p4c0b43n4";7/3/2021 20:53:01
973;959;"2019012400095900000973.pdf";"\2019";"pdf";"Modificación del acuerdo de adecuación composición y ámbito de comisiones de carácter general UPV  (CG 28-02-2019) - BOUPV 124.pdf";;"Modificación del acuerdo de adecuación de la composición y ámbito de actuación de comisiones de carácter general de la UPV";;"p4c0b43n4";7/3/2021 20:55:25;"p4c0b43n4";7/3/2021 20:55:25
974;960;"2019012400096000000974.pdf";"\2019";"pdf";"Comisiones de Carácter General de la UPV [TC] (CG 28-02-2019) - BOUPV 124.pdf";;"Comisiones de Carácter General de la UPV [TC]";;"p4c0b43n4";7/3/2021 21:00:05;"p4c0b43n4";7/3/2021 21:00:05
975;961;"2019012400096100000975.pdf";"\2019";"pdf";"Designación de los miembros de la Comisión sobre la Agenda 2030 y los ODS (CG 28-02-2019) - BOUPV 124.pdf";;"Designación de los miembros de la Comisión sobre la Agenda 2030 y los ODS";;"p4c0b43n4";7/3/2021 21:11:05;"p4c0b43n4";7/3/2021 21:11:05
976;962;"2019012400096200000976.pdf";"\2019";"pdf";"Convocatoria de elecciones ordinarias para el año 2019 en los Órganos de Gobierno y Representación (CG 28-02-2019) - BOUPV 124.pdf";;"Convocatoria de elecciones ordinarias para el año 2019 en los Órganos de Gobierno y Representación";;"p4c0b43n4";7/3/2021 21:15:01;"p4c0b43n4";7/3/2021 21:15:01
977;963;"2019012400096300000977.pdf";"\2019";"pdf";"Modificación del Reglamento de Honores y Distinciones de la UPV (CG 28-02-2019) - BOUPV 124.pdf";;"Modificación del Reglamento de Honores y Distinciones de la UPV";;"p4c0b43n4";7/3/2021 21:36:01;"p4c0b43n4";7/3/2021 21:36:01
978;964;"2019012400096400000978.pdf";"\2019";"pdf";"Reglamento de Honores y Distinciones de la UPV [TC] (CG 28-02-2019) - BOUPV 124.pdf";;"Reglamento de Honores y Distinciones de la UPV [TC]";;"p4c0b43n4";7/3/2021 21:38:14;"p4c0b43n4";7/3/2021 21:38:14
979;965;"2019012400096500000979.pdf";"\2019";"pdf";"Calendario académico para el curso 2019-2020 (CG 28-02-2019) - BOUPV 124.pdf";;"Calendario académico para el curso 2019-2020";;"p4c0b43n4";7/3/2021 21:39:19;"p4c0b43n4";7/3/2021 21:39:19
980;966;"2019012400096600000980.pdf";"\2019";"pdf";"Límites de admisión de Grado para el curso 2019-2020 (CG 28-02-2019) - BOUPV 124.pdf";;"Límites de admisión de Grado para el curso 2019-2020";;"p4c0b43n4";7/3/2021 21:39:56;"p4c0b43n4";7/3/2021 21:39:56
981;967;"2019012400096700000981.pdf";"\2019";"pdf";"Límites de admisión de Máster para el curso 2019-2020 (CG 28-02-2019) - BOUPV 124.pdf";;"Límites de admisión de Máster para el curso 2019-2020";;"p4c0b43n4";7/3/2021 21:40:31;"p4c0b43n4";7/3/2021 21:40:31
982;968;"2019012400096800000982.pdf";"\2019";"pdf";"Modificación del Reglamento por el que se regula la colaboración en la docencia del PI Contratado en la UPV (CG 28-02-2019) - BOUPV 124.pdf";;"Modificación del Reglamento por el que se regula la colaboración en la docencia del Personal Investigador Contratado en la UPV";;"p4c0b43n4";7/3/2021 21:41:37;"p4c0b43n4";7/3/2021 21:41:37
983;969;"2019012400096900000983.pdf";"\2019";"pdf";"Reglamento por el que se regula la colaboración en docencia del PI Contratado en UPV [TC] (CG 28-02-2019) - BOUPV 124.pdf";;"Reglamento por el que se regula la colaboración en la docencia del personal investigador contratado en la UPV [TC]";;"p4c0b43n4";7/3/2021 21:43:33;"p4c0b43n4";7/3/2021 21:43:33
984;970;"2019012400097000000984.pdf";"\2019";"pdf";"Plan de atracción de talento (CG 28-02-2019) - BOUPV 124.pdf";;"Plan de atracción de talento (CG 28-02-2019)";;"p4c0b43n4";7/3/2021 21:44:33;"p4c0b43n4";7/3/2021 21:44:33
985;971;"2019012400097100000985.pdf";"\2019";"pdf";"Convocatoria de elecciones a Defensoría Universitaria (JELEC 04-03-2019) - BOUPV 124.pdf";;"Convocatoria de elecciones a Defensoría Universitaria";;"p4c0b43n4";7/3/2021 21:45:46;"p4c0b43n4";7/3/2021 21:45:46
986;972;"2019012400097200000986.pdf";"\2019";"pdf";"Composición de la Comisión Permanente de la Junta de la ETSID - BOUPV 124.pdf";;"Composición de la Comisión Permanente de la Junta de la ETS de Ingeniería del Diseño";;"p4c0b43n4";7/3/2021 21:46:38;"p4c0b43n4";7/3/2021 21:46:38
987;973;"2019012400097300000987.pdf";"\2019";"pdf";"Composición de la Comisión Permanente de la Junta de la ETSIAMN - BOUPV 124.pdf";;"Composición de la Comisión Permanente de la Junta de la ETS de Ingeniería Agronómica y del Medio Natural";;"p4c0b43n4";7/3/2021 21:47:24;"p4c0b43n4";7/3/2021 21:47:24
988;974;"2019012400097400000988.pdf";"\2019";"pdf";"Composición de las Comisiones del Dep Mecánica Medios Continuos y Teoría de Estructuras - BOUPV 124.pdf";;"Composición de las Comisiones del Departamento de Mecánica de los Medios Continuos y Teoría de Estructuras";;"p4c0b43n4";7/3/2021 21:48:07;"p4c0b43n4";7/3/2021 21:48:07
989;975;"2019012400097500000989.pdf";"\2019";"pdf";"Composición de la Comisión Permanente del Dep de Lingüística Aplicada - BOUPV 124.pdf";;"Composición de la Comisión Permanente del Departamento de Lingüística Aplicada";;"p4c0b43n4";7/3/2021 21:49:06;"p4c0b43n4";7/3/2021 21:49:06
990;976;"2019012400097600000990.pdf";"\2019";"pdf";"Composición de la Comisión Permanente del Depo de Estadística e Investigación Operativa - BOUPV 124.pdf";;"Composición de la Comisión Permanente del Departamento de Estadística e Investigación Operativa Aplicadas y Calidad";;"p4c0b43n4";7/3/2021 21:49:47;"p4c0b43n4";7/3/2021 21:49:47
991;977;"2019012400097700000991.pdf";"\2019";"pdf";"Información pública del proyecto de aprobación del Reglamento de Circulación y Estacionamiento de la UPV - BOUPV 124.pdf";;"Información pública del proyecto de aprobación del Reglamento de Circulación y Estacionamiento de la UPV";;"p4c0b43n4";7/3/2021 21:50:26;"p4c0b43n4";7/3/2021 21:50:26
992;978;"2019012500097800000992.pdf";"\2019";"pdf";"Acuerdos del Consejo de Gobierno de 16 de abril de 2019 (CG 16-04-2019) - BOUPV 125.pdf";;"Acuerdos del Consejo de Gobierno de 16 de abril de 2019";;"p4c0b43n4";7/3/2021 21:52:24;"p4c0b43n4";7/3/2021 21:52:24
993;979;"2019012500097900000993.pdf";"\2019";"pdf";"Actualización de miembros de la Comisión de Política Lingüística y Multilingüismo (CG 16-04-2019) - BOUPV 125.pdf";;"Actualización de miembros de la Comisión de Política Lingüística y Multilingüismo";;"p4c0b43n4";7/3/2021 21:52:55;"p4c0b43n4";7/3/2021 21:52:55
994;980;"2019012500098000000994.pdf";"\2019";"pdf";"Elección representante de alumnado en Consejo Valenciano de Universidades y Formación Superior (CG 16-04-2019) - BOUPV 125.pdf";;"Elección del representante de alumnado en el Consejo Valenciano de Universidades y Formación Superior";;"p4c0b43n4";7/3/2021 21:53:28;"p4c0b43n4";7/3/2021 21:53:28
995;981;"2019012500098100000995.pdf";"\2019";"pdf";"Elección representante de estudiantes del Consejo de Gobierno en Consejo Social (CG 16-04-2019) - BOUPV 125.pdf";;"Elección de representante de los estudiantes del Consejo de Gobierno en el Consejo Social";;"p4c0b43n4";7/3/2021 21:54:17;"p4c0b43n4";7/3/2021 21:54:17
996;982;"2019012500098200000996.pdf";"\2019";"pdf";"Designación de miembros titulares y suplentes de la Junta Electoral de la UPV (CG 16-04-2019) - BOUPV 125.pdf";;"Designación de miembros titulares y suplentes de la Junta Electoral de la UPV";;"p4c0b43n4";7/3/2021 21:54:47;"p4c0b43n4";7/3/2021 21:54:47
997;983;"2019012500098300000997.pdf";"\2019";"pdf";"Adhesión de la UPV a la Red Pública de Servicios Lingüísticos Valencianos (CG 16-04-2019) - BOUPV 125.pdf";;"Adhesión de la UPV a la Red Pública de Servicios Lingüísticos Valencianos";;"p4c0b43n4";7/3/2021 22:05:54;"p4c0b43n4";7/3/2021 22:05:54
998;984;"2019012500098400000998.pdf";"\2019";"pdf";"Calendario laboral del PAS y PI para el año 2019 (CG 16-04-2019) - BOUPV 125.pdf";;"Calendario laboral del Personal de Administración y Servicios y Personal Investigador para el año 2019";;"p4c0b43n4";7/3/2021 22:09:21;"p4c0b43n4";7/3/2021 22:09:21
999;985;"2019012500098500000999.pdf";"\2019";"pdf";"Acuerdo para la articulación de las mesas de negociación de la UPV - BOUPV 125.pdf";;"Acuerdo para la articulación de las mesas de negociación de la UPV";;"p4c0b43n4";7/3/2021 22:16:19;"p4c0b43n4";7/3/2021 22:16:19
1000;986;"2019012500098600001000.pdf";"\2019";"pdf";"Política de Seguridad de la Información de la UPV (CG 16-04-2019) - BOUPV 125.pdf";;"Política de Seguridad de la Información de la UPV";;"p4c0b43n4";7/3/2021 22:19:30;"p4c0b43n4";7/3/2021 22:19:30
1001;987;"2019012500098700001001.pdf";"\2019";"pdf";"Reglamento del Registro de Actividades de Tratamiento de la UPV (CG 16-04-2019) - BOUPV 125.pdf";;"Reglamento del Registro de Actividades de Tratamiento de la UPV";;"p4c0b43n4";8/3/2021 7:25:10;"p4c0b43n4";8/3/2021 7:25:10
1002;988;"2019012500098800001002.pdf";"\2019";"pdf";"Modificación del Calendario académico curso 2019-2020 (CG 16-04-2019) - BOUPV 125.pdf";;"Modificación del Calendario académico curso 2019-2020";;"p4c0b43n4";8/3/2021 7:25:51;"p4c0b43n4";8/3/2021 7:25:51
1003;989;"2019012500098900001003.pdf";"\2019";"pdf";"Modificación de oferta de plazas de títulos oficiales. Curso 2019-2020 (CG 16-04-2019) - BOUPV 125.pdf";;"Modificación de oferta de plazas de títulos oficiales. Curso 2019-2020";;"p4c0b43n4";8/3/2021 7:26:38;"p4c0b43n4";8/3/2021 7:26:38
1004;990;"2019012500099000001004.pdf";"\2019";"pdf";"Oferta académica de másteres para el curso 2019-2020 (CG 16-04-2019) - BOUPV 125.pdf";;"Oferta académica de másteres para el curso 2019-2020";;"p4c0b43n4";8/3/2021 7:30:14;"p4c0b43n4";8/3/2021 7:30:14
1005;991;"2019012500099100001005.pdf";"\2019";"pdf";"Acuerdo sobre la implantación y organización de las titulaciones y la aplicación del modelo académico (CG 16-04-2019) - BOUPV 125.pdf";;"Acuerdo sobre la implantación y organización de las titulaciones y la aplicación del modelo académico";;"p4c0b43n4";8/3/2021 7:30:50;"p4c0b43n4";8/3/2021 7:30:50
1006;992;"2019012500099200001006.pdf";"\2019";"pdf";"Reglamento del Institut Valencià d´Investigació en Intel·ligència Artificial de la UPV (CG 16-04-2019) - BOUPV 125.pdf";;"Reglamento del Institut Valencià d´Investigació en Intel·ligència Artificial de la UPV";;"p4c0b43n4";8/3/2021 7:31:46;"p4c0b43n4";8/3/2021 7:31:46
1007;993;"2019012500099300001007.pdf";"\2019";"pdf";"Modificación del Reglamento de la Delegación de Alumnos de la UPV (CG 16-04-2019) - BOUPV 125.pdf";;"Modificación del Reglamento de la Delegación de Alumnos de la UPV";;"p4c0b43n4";8/3/2021 7:32:25;"p4c0b43n4";8/3/2021 7:32:25
1008;994;"2019012500099400001008.pdf";"\2019";"pdf";"Reglamento de la Delegación de Alumnos de la UPV [TC] (CG 16-04-2019) - BOUPV 125.pdf";;"Reglamento de la Delegación de Alumnos de la UPV [TC]";;"p4c0b43n4";8/3/2021 7:33:52;"p4c0b43n4";8/3/2021 7:33:52
1009;995;"2019012500099500001009.pdf";"\2019";"pdf";"Modificación de la Normativa de Organización Académica de la UPV (CG 16-04-2019) - BOUPV 125.pdf";;"Modificación de la Normativa de Organización Académica de la UPV";;"p4c0b43n4";8/3/2021 7:34:46;"p4c0b43n4";8/3/2021 7:34:46
1010;996;"2019012500099600001010.pdf";"\2019";"pdf";"Normativa de Organización Académica de la UPV [TC] (CG 16-04-2019) - BOUPV 125.pdf";;"Normativa de Organización Académica de la UPV [TC]";;"p4c0b43n4";8/3/2021 7:36:14;"p4c0b43n4";8/3/2021 7:36:14
1011;997;"2019012500099700001011.pdf";"\2019";"pdf";"Corrección de errores del Reglamento de Régimen Electoral de la UPV - BOUPV 125.pdf";;"Corrección de errores del Reglamento de Régimen Electoral de la UPV";;"p4c0b43n4";8/3/2021 7:39:41;"p4c0b43n4";8/3/2021 7:39:41
1012;998;"2019012600099800001012.pdf";"\2019";"pdf";"Acuerdos del Consejo de Gobierno de 30 de mayo de 2019 (CG 30-05-2019) - BOUPV 126.pdf";;"Acuerdos del Consejo de Gobierno de 30 de mayo de 2019";;"p4c0b43n4";8/3/2021 12:02:43;"p4c0b43n4";8/3/2021 12:02:43
1013;999;"2019012600099900001013.pdf";"\2019";"pdf";"Actualización de miembros en las Comisiones del Consejo de Gobierno (CG 30-05-2019) - BOUPV 126.pdf";;"Actualización de miembros en las Comisiones del Consejo de Gobierno";;"p4c0b43n4";8/3/2021 12:03:13;"p4c0b43n4";8/3/2021 12:03:13
1014;1000;"2019012600100000001014.pdf";"\2019";"pdf";"Modificación del Reglamento del Consejo de Gobierno (CG 30-05-2019) - BOUPV 126.pdf";;"Modificación del Reglamento del Consejo de Gobierno";;"p4c0b43n4";8/3/2021 12:03:48;"p4c0b43n4";8/3/2021 12:03:48
1015;1001;"2019012600100100001015.pdf";"\2019";"pdf";"Reglamento del Consejo de Gobierno [TC] - BOUPV 126.pdf";;"Reglamento del Consejo de Gobierno [TC]";;"p4c0b43n4";8/3/2021 12:04:37;"p4c0b43n4";8/3/2021 12:04:37
1016;1002;"2019012600100200001016.pdf";"\2019";"pdf";"Modificación límites admisión en Grado Ing Mecánica y Grado Ing Química por continuación estudios (CG 30-05-2019) - BOUPV 126.pdf";;"Modificación de los límites de admisión en Grado en Ingeniería Mecánica (ETSID) y Grado en Ingeniería Química (ETSII) por continuación de estudios";;"p4c0b43n4";8/3/2021 12:05:41;"p4c0b43n4";8/3/2021 12:05:41
1017;1003;"2019012600100300001017.pdf";"\2019";"pdf";"Modificación Normativa asignación docencia a departamentos y Normativa adscribir docencia asignaturas a profesores UPV (CG 30-05-2019) - BOUPV 126.pdf";;"Modificación de la Normativa de criterios y procedimiento para la asignación de la docencia a los departamentos y de la Normativa de criterios y procedimiento para adscribir la docencia de asignaturas a profesores de la UPV dentro del departamento";;"p4c0b43n4";8/3/2021 12:13:40;"p4c0b43n4";8/3/2021 12:13:40
1018;1004;"2019012600100400001018.pdf";"\2019";"pdf";"Normativa de criterios y procedimiento para asignación de docencia a departamentos [TC] (CG 30-05-2019) - BOUPV 126.pdf";;"Normativa de criterios y procedimiento para la asignación de la docencia a los departamentos [TC]";;"p4c0b43n4";8/3/2021 12:15:31;"p4c0b43n4";8/3/2021 12:15:31
1019;1005;"2019012600100500001019.pdf";"\2019";"pdf";"Normativa para adscribir docencia de asignaturas a profesores del departamento [TC] (CG 30-05-2019) - BOUPV 126.pdf";;"Normativa de criterios y procedimiento para adscribir la docencia de asignaturas a profesores de la UPV dentro del departamento [TC]";;"p4c0b43n4";8/3/2021 12:18:29;"p4c0b43n4";8/3/2021 12:18:29
1020;1006;"2019012600100600001020.pdf";"\2019";"pdf";"Modificación parcial del Reglamento para las Estructuras de I+D+i en la UPV (CG 30-05-2019) - BOUPV 126.pdf";;"Modificación parcial del Reglamento para las Estructuras de Investigación, Desarrollo e Innovación en la UPV";;"p4c0b43n4";8/3/2021 12:27:48;"p4c0b43n4";8/3/2021 12:27:48
1021;1007;"2019012600100700001021.pdf";"\2019";"pdf";"Reglamento para las Estructuras de I+D+i en la UPV [TC] (CG 30-05-2019) - BOUPV 126.pdf";;"Reglamento para las Estructuras de Investigación, Desarrollo e Innovación en la UPV [TC]";;"p4c0b43n4";8/3/2021 12:29:34;"p4c0b43n4";8/3/2021 12:29:34
1022;1008;"2019012600100800001022.pdf";"\2019";"pdf";"Inclusión del Director Área Programas Investigación e Innovación Grupo Seguimiento y Actualización IAI (CG 30-05-2019) - BOUPV 126.pdf";;"Inclusión del Director del Área de Programas de Investigación e Innovación como miembro del Grupo de Seguimiento y Actualización del Indicador de Actividad Investigadora";;"p4c0b43n4";8/3/2021 12:31:35;"p4c0b43n4";8/3/2021 12:31:35
1023;1009;"2019012600100900001023.pdf";"\2019";"pdf";"Número de vacantes del Plan de Atracción de Talento para curso 2019-2020 (CG 30-05-2019) - BOUPV 126.pdf";;"Número de vacantes del Plan de Atracción de Talento para el curso 2019-2020";;"p4c0b43n4";8/3/2021 12:32:24;"p4c0b43n4";8/3/2021 12:32:24
1024;1010;"2019012600101000001024.pdf";"\2019";"pdf";"Convenio de Cooperación entre la UPV y la Asociación Instituto Tecnológico Energía para reestructuración del ITE - BOUPV 126.pdf";;"Convenio de Cooperación entre la UPV y la Asociación Instituto Tecnológico de la Energía para la reestructuración del centro de investigación concertado Instituto de Tecnología Eléctrica";;"p4c0b43n4";8/3/2021 12:33:24;"p4c0b43n4";8/3/2021 12:33:24
1025;1011;"2019012700101100001025.pdf";"\2019";"pdf";"Acuerdos del Consejo de Gobierno de 18 de julio de 2019 (CG 18-07-2019) - BOUPV 127.pdf";;"Acuerdos del Consejo de Gobierno de 18 de julio de 2019";;"p4c0b43n4";8/3/2021 12:34:21;"p4c0b43n4";8/3/2021 12:34:21
1026;1012;"2019012700101200001026.pdf";"\2019";"pdf";"Número mínimo de alumnos nuevo ingreso y de suspensión oferta plazas nuevo ingreso en másteres (CG 18-07-2019) - BOUPV 127.pdf";;"Número mínimo de alumnos de nuevo ingreso y de suspensión de oferta de plazas de nuevo ingreso en másteres";;"p4c0b43n4";8/3/2021 12:35:04;"p4c0b43n4";8/3/2021 12:35:04
1027;1013;"2019012700101300001027.pdf";"\2019";"pdf";"Actualización de miembros de la Comisión Ambiental (CG 18-07-2019) - BOUPV 127.pdf";;"Actualización de miembros de la Comisión Ambiental";;"p4c0b43n4";8/3/2021 12:35:35;"p4c0b43n4";8/3/2021 12:35:35
1028;1014;"2019012700101400001028.pdf";"\2019";"pdf";"Normativa de aprobación de las directrices aplicables a la firma electrónica (CG 18-07-2019) - BOUPV 127.pdf";;"Normativa de aprobación de las directrices aplicables a la firma electrónica";;"p4c0b43n4";8/3/2021 12:36:15;"p4c0b43n4";8/3/2021 12:36:15
1029;1015;"2019012700101500001029.pdf";"\2019";"pdf";"Reglamento de circulación y estacionamiento de la UPV (CG 18-07-2019) - BOUPV 127.pdf";;"Reglamento de circulación y estacionamiento de la UPV";;"p4c0b43n4";8/3/2021 12:36:41;"p4c0b43n4";8/3/2021 12:36:41
1030;1016;"2019012700101600001030.pdf";"\2019";"pdf";"Modificación del Reglamento Comité Ética en Investigación y Comité Ética en Experimentación Animal (CG 18-07-2019) - BOUPV 127.pdf";;"Modificación del Reglamento del Comité de Ética en Investigación y del Comité de Ética en Experimentación Animal";;"p4c0b43n4";8/3/2021 12:37:45;"p4c0b43n4";8/3/2021 12:37:45
1031;1017;"2019012700101700001031.pdf";"\2019";"pdf";"Reglamento del Comité de Ética en Investigación y del Comité de Ética en Experimentación Animal [TC] (CG 18-07-2019) - BOUPV 127.pdf";;"Reglamento del Comité de Ética en Investigación y del Comité de Ética en Experimentación Animal [TC]";;"p4c0b43n4";8/3/2021 12:40:49;"p4c0b43n4";8/3/2021 12:40:49
1032;1018;"2019012700101800001032.pdf";"\2019";"pdf";"Calendario proceso electoral renovación de representación del alumnado. Septiembre 2019 (CG 18-07-2019) - BOUPV 127.pdf";;"Calendario del proceso electoral de renovación de la representación del alumnado. Septiembre 2019";;"p4c0b43n4";8/3/2021 12:43:49;"p4c0b43n4";8/3/2021 12:43:49
1033;1019;"2019012700101900001033.pdf";"\2019";"pdf";"Convocatoria y calendario elecciones Delegado o Delegada de Clase, Grupo y Asignatura 2019-2020 (PDA 26-06-2019) - BOUPV 127.pdf";;"Convocatoria y calendario de elecciones a Delegado o Delegada de Clase, Grupo y Asignatura 2019-2020";;"p4c0b43n4";8/3/2021 12:45:36;"p4c0b43n4";8/3/2021 12:45:36
1034;1020;"2019012700102000001034.pdf";"\2019";"pdf";"Convocatoria y calendario elecciones Delegado o Delegada de Escuela o Facultad 2019-2020 ((PDA 26-06-2019) - BOUPV 127.pdf";;"Convocatoria y calendario de elecciones a Delegado o Delegada de Escuela o Facultad 2019-2020";;"p4c0b43n4";8/3/2021 12:46:11;"p4c0b43n4";8/3/2021 12:46:11
1035;1021;"2019012700102100001035.pdf";"\2019";"pdf";"Convocatoria y calendario de elecciones a Delegado o Delegada de Alumnos y Alumnas de la UPV 2019-2020 (PDA 2019-06-26) - BOUPV 127.pdf";;"Convocatoria y calendario de elecciones a Delegado o Delegada de Alumnos y Alumnas de la UPV 2019-2020";;"p4c0b43n4";8/3/2021 12:47:01;"p4c0b43n4";8/3/2021 12:47:01
1036;1022;"2019012700102200001036.pdf";"\2019";"pdf";"Acuerdo de objetivos del Plan Ambiental de la UPV del año 2019 (CG 30-05-2019) - BOUPV 127.pdf";;"Acuerdo de objetivos del Plan Ambiental de la UPV del año 2019";;"p4c0b43n4";8/3/2021 12:47:33;"p4c0b43n4";8/3/2021 12:47:33
1037;1023;"2019012800102300001037.pdf";"\2019";"pdf";"Acuerdos del Consejo de Gobierno de 17 de octubre de 2019 (CG 17-12-2019) - BOUPV 128.pdf";;"Acuerdos del Consejo de Gobierno de 17 de octubre de 2019";;"p4c0b43n4";8/3/2021 13:11:32;"p4c0b43n4";8/3/2021 13:11:32
1038;1024;"2019012800102400001038.pdf";"\2019";"pdf";"Actualización de miembros de la Comisión Académica del Consejo de Gobierno (CG 17-12-2019) - BOUPV 128.pdf";;"Actualización de miembros de la Comisión Académica del Consejo de Gobierno";;"p4c0b43n4";8/3/2021 13:15:29;"p4c0b43n4";8/3/2021 13:15:29
1039;1025;"2019012800102500001039.pdf";"\2019";"pdf";"Actualización de los miembros de la Comisión de Deportes (CG 17-12-2019) - BOUPV 128.pdf";;"Actualización de los miembros de la Comisión de Deportes";;"p4c0b43n4";8/3/2021 13:16:33;"p4c0b43n4";8/3/2021 13:16:33
1040;1026;"2019012800102600001040.pdf";"\2019";"pdf";"Modificación del calendario académico del curso 2019-2020 (CG 17-12-2019) - BOUPV 128.pdf";;"Modificación del calendario académico del curso 2019-2020";;"p4c0b43n4";8/3/2021 13:19:50;"p4c0b43n4";8/3/2021 13:19:50
